original,predicted,wer:13.71,cer:3.89,num_tokens,num_chars,substitutions,insertions,deletions
elimu ya ngazi ya tatu pia inaitwa elimu ya juu inahusu viwango vya elimu vya bila mukazo kisha mwisho ya elimu ya sekondari ao lycee,elimu ya ngazi ya tatu pia inaitwa elimu ya juu inahusu viwango vya elimu vya bila mukazo kisha mwisho ya elimu ya sekondari ao use,1,4,25,109,1,0,0
serkali ililazimisha mafungo ya juma mbili kwa kusaidia wanafunzi kujitayarisha kuanza kusoma kwa mbali kwa muda mufupi,serkali ililazimisha mafungo ya juma mbili kwa kusaidia wanafunzi kujitayarisha kuanza kusoma kwa mbali kwa muda mfupi,1,1,17,103,1,0,0
salimia watu bila kuwagusa,salimia watu bila kuwagusa,0,0,4,23,0,0,0
muviachie wafanyakazi wa kiafya,nuviachiwa wafanyakazi wa kiafya,1,3,4,28,1,0,0
kartasi ya mafasirio zaidi kuhusu hatua za kuingia inatolewa kwa siku na iata,kartasi ya mafisirio zaidi kuhusu hatua za kuingia inatolewa kwa siku na yta,2,3,13,65,2,0,0
maambukizi kupitia watu wasiyo onesha alama ilijulikana lakini kiwango ya iyi hali bado ingali kwenye uchunguzi,maambukizi kupitia watu wasiyo onesha alama ilijulikana lakini kiwango ya hii hali bado ingali kwenye uchunguzi,1,2,16,96,1,0,0
hasa epuka kusafiri na mashua za starehe,hasa epuka kusafiri na mashua za starehe,0,0,7,34,0,0,0
lakini matokeo inafatana na mawasiliano yenye watoto wanaendelea nayo inje ya masomo,lakini ni matokeo inafatana na mawasiliano yenye watoto wanaendelea nayo inje ya maso,2,4,12,73,1,1,0
kuchagula namna ya kufundisha inayo stahili kufuatana na hali ya kufungwa kwa masomo na kujifungia ku nyumba,kuchagula namna ya kufundisha inayo stahili kufatana na hali ya kufungwa kwa masomo na kujifungia ku nyumba,1,1,17,92,1,0,0
lakini walisema kama hakukuwa ku chesapeake energy arena ya muji wa oklahoma kwenye utah jazz ingepashwa cheza na oklahoma city thunder,lakini walisema kama hakukuwa kuchesa paqe naji arena ya muji wa uclaoma kwenye utajas ingepashwa cheza na uclahomasiti sanda,9,22,21,115,7,0,2
uwezo wa kuambukizwa tena na virusi kisha kuipona kwa mara ya kwanza haiyahakikishwa,uwezo wa kuambukizwa tena na virusi kisha kuipona kwa mara ya kwanza haiyahakikishwa,0,0,13,72,0,0,0
ulaya njo eneo mupya ya ugonjwa,ulaya njo eneo mupya ya ugonjwa,0,0,6,26,0,0,0
wanaweza panga safari kujua ndege zenye hazisafiri kila siku ao kukopesha franga kwa haraka juu ya kulipia safari,wanaweza panga safari kujua ndege zenye hazisafiri kila siku ao kukopesha franga kwa haraka juu ya kulipia safari,0,0,18,96,0,0,0
hata kama kutengwa mbali na wengine hailazimishwi unaweza ombwa kujitenga mwenyewe kwa kubakia nyumbani na kuepuka kuwasiliana na wengine,hata kama kutenga mbali wengine ailazimishwi unaweza ombwa kujitenga mwenyewe kwa kubakia nyumbani na kurepuka kuwasiliana na wengine,4,5,19,119,3,0,1
kiwango ya kweli ya virusi kusambarana haijulikani kwa kutokana na hesabu kidogo ya vipimo yenye ilifanyika,kiwango ya ukweli ya virusi kusambarana haijulikana kwa kutokana na hesabu kidogo ya vipimo yenye ilifanyika,2,2,16,92,2,0,0
masomo inasaidiya kupata elimu ya musingi ya maana na wakati masomo zinafungwa watoto wa adolescents na vijana wazima wanakosa fursa ya maendeleo na mafanyikio,masomo inesaidia kupata elimu ya musingi ya murala na wakati masomo zinafungwa watoto wa adolessons na vijana wazima wanakusa fursa na ya maendeleo na mwafanyakiu,6,14,24,136,5,1,0
zingine ma matchs zenye zilipangwa siku ya tatu zote zilichezwa kutokana na habari ya nbc news,zingine ma mache zenye zilipangwa siku ya tatu zote zilichezwa kutokana na habari ya nc nbndc ne,4,8,16,79,3,1,0
iyi ni kweli hasa wakati kufungwa inaendelea kwa muda murefu masomo ni fasi ya shuruli za kijamii na mawasiliano kati ya watu,hiyi ni kweli hasa wakati kufungwa inaendelea kwa muda mrefu masomo ni fasi ya shuhuli za kijamii na mawasiliano kati ya watu,3,3,22,104,3,0,0
huko china hatua za maana zinatofautiana sana kufatana na jimbo muji hata wilaya ao kijiji ziliwekwa kuhusu usafirishaji na shuruli,huko china hatua za maana zinatofautiana sana kufatana na jimbo muji hata wuilaya ao kijiji zilizo wekwa kuhusu usafirishaji na shuruli,3,3,20,112,2,1,0
kwa wanafunzi wasiyokuwa na mtandao wa internet nyumbani kwao hio inaongeza magumu ya kupata mafunzo kwa mbali,kwa wanafunzi wasiyo kuwa na mtandao wa internet nyumbani kwao hiyo inaongeza magumu ya kupata mafunzo kwa mbali,3,1,17,94,2,1,0
mifano ya hatua mu maeneo mbalimbali za china iyi liste ni ya mufupi,ni fano ni hatua mu maeneo mbali mbali za chana hii liste ni ya mfupi,8,7,13,56,6,2,0
uko na shida ya kupumua kwa sasa,uko na shida ya kupumua kwa sasa,0,0,7,26,0,0,0
elimu ya shule ya musingi ao ya chini inalingana na miaka ine mpaka saba ya miaka ya kwanza ya elimu inayo paniwa ku masomo,elimu ya shule ya musingi ao ya chini inalingana na miaka ine mpaka saba ya miaka ya kwanza ya elimu inayo paniwa ku masomo,0,0,24,100,0,0,0
kipimo ya musingi ya sasa inafanywa kwa kukamata echantillon na kuichunguza ili kutafuta ma alama za kijenetiki zenye za virusi,kipimo ya msingi ya sasa inafanyika kwa kukamata echantillons na kuichunguza ili kutafuta ma alama za kidenitiki za virusi,5,11,20,108,4,0,1
maumivu ya mwili na mafua,maumivu ya mwili na mashua,1,2,5,21,1,0,0
kupunguza ao kusimamisha kwa namna mingi za usafirishaji,kupunguza ao kusimamisha kwa namna mingi za usafirishaji,0,0,8,49,0,0,0
uchuruzi wa mask ya kujikinga ya uwezo ya chini mpaka ya uwezo ya kawaida inaweza kuazibiwa kwa kifungo cha maisha,uchuruzi wa maske ya kujikinga ya uwezo ya chini mpaka ya uwezo ya kawaida inaweza kuwazibiwa kwa kifungo cha maisha,2,2,20,95,2,0,0
safisha ma fasi kwa kutumia dawa inayofaa kama vile eau de javel yenye kuchangwa na maji,safisha mafasi kwa kutumia dawa inayo faa kama vile orde geavels yenye kuchanganywa na maji,8,9,16,73,5,1,2
kutayarisha maulizo uchunguzi ao mazowezi za mafunzo juu ya kufuatilia kwa ukaribu ginsi mafunzo ya wanafunzi inaendelea,kutayarisha maulizo uchunguzi ao maelezo za wanafunzi juu ya kufuatilia kwa ukaribu gisi mafunzo ya wanafunzi naendelea,4,10,17,104,4,0,0
kutumikisha baguettes tu miti ku sahani moja hasa inchini china inapashwa epukwa,kutumikisha bagett tu tumiti usahani moja hasa inchini chana inapashwa epukwa,5,5,12,69,4,0,1
kuvala aina fulani ya mask inalazimishwa mu nchi na miji mbalimbali juu ya kupunguza maambukizi katika jamii,kuvala aina fulani ya maske inalazimishwa mu ncii na niji mbali mbali juu ya kupunguza maambukizi katika jamii,5,3,17,92,4,1,0
na maumivu inatokea mu kifua yako,na maumivu inatokea mu kifua yako,0,0,6,28,0,0,0
kulazimishwa kujiandikisha ku jina yako ya kweli kwa kadi za usafiri ya watu wengi,kulazimishwa kujiandikisha ku njia yako ya kweli kwa kadi za usafiri ya watu wengi,1,2,14,69,1,0,0
mu toilette wc tumikisha kipanguziyo ya kartasi kwa kufunga bomba na kufungua mulango kisha uitupe,butolet ya ni wc tumikisha kipanguzio ya karatasi kwa kufunga bomba na kufungua mulango kisha uitupe,5,8,15,84,4,1,0
lakini matokeo inafatana na mawasiliano yenye watoto wanaendelea nayo inje ya masomo,lakini matokeo inafatana na mawasiliano yenye watoto wanaendelea nayo inje ya masomo,0,0,12,73,0,0,0
jaribu ku lipiya kiti ya pembeni ya dirisha na epuka kuzunguruka mu ndege wakati ya safari,jaribu kulipia kiti ya pembeni ya dirisha na epuka kuzunguruka mu ndege wakati ya safari,2,1,16,75,1,0,1
hata kama shule mingi za musingi na sekondari mu dunia zilifungwa kwa sababu ya ugonjwa ya corona hatua zinazo husu mipango za elimu ya mbele ya mafunzo ya musingi zilibadilika,hata ta ma shule mingi za msingi na sekondari mu dunia zilifungwa kwa sababu ya ugonjwa ya corona hatua zinazo husu mipango za elimu ya mbele ya mafunzo ya msingi zilibadilika,4,3,30,147,3,1,0
na alama zako hazipotei mu siku tano,na alama zako hazipotei mu siku tano,0,0,7,30,0,0,0
serkali mingi mu dunia nzima zilishauri raia wao kutosafiri bila sababu ya maana wakati wa muripuko ya ugonjwa,serkali mingi mu dunia mzima zilishauri raia wao kutosafiri bila sababu ya maana wakati wa muripuko ya ugonjwa,1,1,18,93,1,0,0
nitakutumia picha ku ecran yako,nitakutumia picha ku écran yako,1,1,5,27,1,0,0
ulaya njo eneo mupya ya ugonjwa,ulaya njo eneo mpya ya ugonjwa,1,1,6,26,1,0,0
usipanguze kiti yakufunikwa na kitambala juu baridi inaweza sababisha maambukizi,usipanguze kitu ya kufunikiwa na kitambala juu baridi naweza sababisha maambukizi,4,3,10,71,3,1,0
kufungiwa mu eneo mbalimbali inagandamiza masomo juu wazazi na viongozi wanaongoza watoto kwenye masomo zenye zinafungula,kufungiwa mu eneo mbali mbali inagandamiza masomo juu wazazi na viongozi wanaongoza watoto kwenye masomo zenye zinafungula,2,0,16,106,1,1,0
nilifanya ku mwili pembeni ya kifua,nilifanya ku mwili pembeni ya kifua,0,0,6,30,0,0,0
kama unawaza ulisha ambukizwa pigia hospitali simu ao huduma za afya haraka mbele ya kwenda huko wepeke juu ya kuepuka kuambukiza wengine,kama unawanza ulisha ambukizwa pigia hospitali simu ao huduma za afia haraka mbele ya kwenda huko wepeke juu ya kuepuka kuambukiza wengine,2,2,22,116,2,0,0
ukosefu ya kutumia teknolojia ao connexion internet ya muzuri inazuwia maendeleo ya mafundisho hasa kwa wanafunzi wanao tokea kwenye jamaa zisizo jiweza,ukosefu ya kutumia teknolojia ao conextion internet ya muzuri inazuwia maendeleo ya mafundisho hasa kwa wanafunzi wanao tokea kwenye jamaa zisizo jiweza,1,2,22,131,1,0,0
hakikisha kama habari zote na mashauri yenye unapata zinahakikishwa na waganga na wanasayansi ambao wanajulikana muzuri,hakikisha kama habari zote na mashauri yenye unapata zinahakikishwa na waganga na wasaa wasayansi ambao wanajulikana muzuri,2,4,16,104,1,1,0
wakati ya kutumia kitambala ya kutoa buchafu fuata maelekezo yenye iko ku emballage,wakati ya kutumia kitambala ya kutoa buchafu fuata maelezo yenye iko kuambalavi,3,6,13,71,2,0,1
bakia kwa umbali wa karibu metre moja na bora zaidi metre mbili migulu sita,bakia kwa umbali wa karibu metres moja na bora zaidi metres mbili migulu sita,2,2,14,62,2,0,0
raisi wa marekani trump anatangaza virusi ya corona kuwa ugonjwa inayo husu inchi muzima,rais wa marekani trump alitangaza virusi ya corona kuwa ugonjwa inayo ruhusu inchi muzima,3,5,14,75,3,0,0
lakini kampuni zingine zaidi ya maduka za kuuzisha chakula ma pharmacies zinafungwa na usafirishaji ya watu wengi zilipunguzwa ao kusimamishwa,lakini kampuni zingine zaidi ya maduka za kuuzisha chakula ma famasi zinafungwa na usafirishaji ya watu wengi zilipunguuzwa ao kushimamishwa,3,8,20,123,3,0,0
masomo ya elimu ya juu na vyuo vikuu inchini marekani ziliombwa kurudishia kila mwanafunzi franga ya masomo ya kupanga nyumba na ya mahitaji ya kawaida,masomo ya elimu ya juu na vuo vikuu inchini marekani ziliombwa kurudishia kila mwanafunzi franga ya masomo ya kupanga nyumba na ya mahitaji ya kawaida,1,1,25,127,1,0,0
zaidi ya hayo katika muda ambapo kufunguliwa kwa masomo kisha kipindi yenye zilikuwa zimefungwa ilisababisha maambukizi kuongezeka,zaidi ya hayo katika muda ambapo kufunguliwa kwa masomo kisha kipindi yenye ilikuwa zimefungwa ilisababisha maambukizi kuongezeka,1,1,17,114,1,0,0
hesabu ya wanafunzi inatokana na habari mupya za institut ya statisque ya unesco,hesabu ya wanafunzi inatokana na habari mupya za antoti ya statipe ya enesco,3,9,13,68,3,0,0
kuvala mask inashauriwa kwa wale wote wanao shakiwa kuwa na ugonjwa na wale wenye kuwa karibu na watu waliyo ambukizwa,kuvala maske inashauriwa kwa wale wote wanao shakiwa kuwa na ugonjwa na wale wenye kuwa karibu na watu waliyo ambukizwa,1,1,20,99,1,0,0
mifano ya hatua mu maeneo mbalimbali za china iyi liste ni ya mufupi,mifano ya hatua mu maeneo mbali mbali za china hii liste ni ya mufupi,3,2,13,56,2,1,0
naona kama inaanzia katikati ya kifua yako na inapanda mpaka ku shingo yako,naona kama inaanzia katikati ya kifua yako na inapanda mpaka ku shingo yako,0,0,13,63,0,0,0
kufungwa kwa masomo iko na vinyume ya mubaya ku matokeo ya mafunzo ya wanafunzi,kufungwa kwa masomo iko na vinyume ya mubaya ku matokeo ya mafunzo ya wanafunzi,0,0,14,66,0,0,0
manaake maumivu mu kifua yako ilianza iyi asubui,manake maumivu mu kifua yako ilianza hii asubui,2,3,8,41,2,0,0
ile inaonesha ya kama wafanyakazi wengi wa kiafya hawapatikani ndani ya masomo kwenye wako na lazima nabo zaidi wakati ya shida ya kiafya,ile inaoneshaa kama wafanyakazi wengi wa kiafya hwapatikani ndani ya masomo kwenye wako na lazima nambo zaidi wakati ya shida ya kiafya,4,3,23,115,3,0,1
huduma za kawaida za ma consulats kama vile kutayarisha visa na passeports zinaweza kusimamishwa ao kupunguzwa kwa haraka kulingana na eneo na consulat,huduma za kawaida za ma consula kama vile kutayarisha visa na pasbon zinaweza kusimamishwa ao kupunguza kwa haraka kulingana na eneo na consula,4,10,23,129,4,0,0
wakati mask inalobana itupe mbali na uibadilishe,wakati maskinalobana nitupe mbali naibadilishe,5,2,7,42,3,0,2
inaonekana kama haukosi kitu ya maana ukibakia ku nyumba juu maeneo mingi ya kujifurahishia mu dunia yote zinafunga milango kwa sasa juu ya kuzuia iyi magonjwa isisambarane,inaonekana kama haukosi kitu ya maana ukibaki kunyumba juu maeneo mingi ya kujifurahishia mu dunia yote zinafunga milango kwa sasa juu ya kuzuia hii magonjwa isisambarane,4,3,27,146,3,0,1
iyi haiko tu juu ya kukukinga lakini pia kukinga batu benye unawasiliana nabo,hii haiko tu juu ya kukukinga lakini pia kukinga batu benye unawasiliana nabo,1,2,13,65,1,0,0
kama unaambukizwa na virusi ya corona inchi zitakutenga mpaka vipimo mingi vya kufatana vifanyike na kuhakikisha kama hauna virusi ya corona,kama unaambukizwa na virusi ya corona inchi zitakutenga mpaka vipimo mingi vya kufatana vifanyike na kuhakikisha kama hauna virusi ya corona,0,0,21,120,0,0,0
vala mask ya kiganga na ufate mashauri ya waongozi na waganga,bala maske ya kiganga na ufate mashauri ya waongozi na waganga,2,2,11,51,2,0,0
kama musafiri kwenye ndege anaambukizwa iyi hatua inasaidia viongozi kupata watu wenye waliikala karibu naye juu ya kuwapima ao kuwatenga mbali na wengine,kama musafiri kwenye ndege anaambukizwa hii hatua inasaidia viongozi kupata watu wenye walikaa karibu naye juu ya kuwapima ao kuwatenga mbali na wengine,2,4,23,132,2,0,0
na uko na moja katika alama hizi zaidi ya maumivu ya kifua,na uko na moja katika alama hizi zaidi ya maumivu ya kifua,0,0,12,47,0,0,0
nilifanya ku mwili pembeni ya kifua,nilifanya kumwili pembeni ya kifua,2,0,6,30,1,0,1
panguza fasi za ngufu na kama kiti yako ni ya ngozi uipanguze pia,tanguza fasi za nguvu na kama kiti yako ni ya ngozi uipanguze pia,2,2,13,53,2,0,0
ukiugusa nawa mikono yako mara moja,ukiigusa na wa nekono yako mara moja,4,3,6,30,3,1,0
elimu ya shule ya musingi ao ya chini inalingana na miaka ine mpaka saba ya miaka ya kwanza ya elimu inayo paniwa ku masomo,elilu ya shule ya msingi ao ya chini inalingana na miaka ine mpaka saba ya miaka ya kwanza ya eliu inayo paniwa ku masomo,3,3,24,100,3,0,0
mfano wa kihesabu inaonesha kama maambukizi ya muripuko ya magonjwa inaweza kucheleweshwa kupitia kufungwa kwa masomo,mfano wa kihesabu inaonesha kama maambukizi ya miripuko ya magonjwa inaweza kuchelewesha kupitia kifungwa kwa masomo,3,3,16,102,3,0,0
kisha kupima zaidi ya watoto mia moja ndani ya shule mwanafunzi umoja wa masomo ya maternelle alikutwa na virusi,kisha kupima zaidi ya watoto nia moja ndani ya shule wanafunzi umoja wa masomo vyarmaganell halikutwa na virusi,5,8,19,94,4,0,1
huduma zinazo kataliwa kwa raia wa inchi zingine ndani ya ma restaurants kampuni za usafirishaji na huduma zingine,huduma zinazo kataliwa kwa raia wa inchi zingine ndani ya ma restaurants kampuni za usafirishaji na huduma zingine,0,0,18,97,0,0,0
vituo vya kuchunga na kuzuwia magonjwa vya serkali ya marekani,vituo vya kuchunga na kuzuia magonjwa vya serkali ya marekani,1,1,10,53,1,0,0
na kama unakohola,na kama unakohola,0,0,3,15,0,0,0
zingine zinahusu miunganisho zisizo kuwa za kawaida na escales mingi na kuchelewesha kwa muda mrefu kati ya safari za ndege,zingine zinahusu miunganisho zisizo kuwa za kawaida na escal mingi na kuchelewesha kwa muda mrefu kati ya safari za ndege,1,2,20,104,1,0,0
mawasiliano inaweza kuwa shida,mawasiliano inaweza kuwa shida,0,0,4,27,0,0,0
kuko safari zenye haziwezekani,uko safari yenyewe hahii wezekani,4,6,4,27,3,1,0
sizani kama tension yangu inapanda,sizani kama tontion yangu inapanda,1,2,5,30,1,0,0
usisimame ao kuikala karibu na watu ambao wanaweza kuwa wagonjwa,usisimame ao kuikala karibu na watu ambao wanaweza kuwa wagonjwa,0,0,10,55,0,0,0
kumbuka kwamba mask hazikamati fasi ya usafi bora endelea kunawa mikono mara kwa mara,kumbuka kwamba maske hazikamati fasi ya usafi bora endelea kunawa mikono mara kwa mara,1,1,14,72,1,0,0
kisha kupima zaidi ya watoto mia moja ndani ya shule mwanafunzi umoja wa masomo ya maternelle alikutwa na virusi,kisha kupima zaidi ya watoto mimoja ndani ya shule mwanafunzi umoja wa masomo ya macarner alikutwa na virusi,3,6,19,94,2,0,1
na ukunywe maji mingi,na ukunywa maji mingi,1,1,4,18,1,0,0
chama cha taifa ya basket ilishimamisha michezo kwa sababu ya ugonjwa ya virusi ya corona,chama cha taifa ya biskerp ilishimamisha michezo kwa sababu ya ugonjwa ya virusi ya corona,1,3,15,75,1,0,0
hivi ni vyanzo vingine vya habari juu ya muripuko ya virusi ya corona,hivi ni vyanzo vingine vya habari juu ya muripuko ya virusi ya corona,0,0,13,57,0,0,0
mara mingi ni aina ya iyi maumivu mu kifua,mara mingi ni aina ya hii maumivu mu kifua,1,2,9,34,1,0,0
kufungwa kwa masomo inaweza kuwa na matokeo mazuri wakati inachukuliwa mbio mbio,kufungwa kwa masomo inaweza kuwa na matokeo mazuri wakati inachukuliwa mbio mbio,0,0,12,69,0,0,0
kulipa kwa njia ya simu hapana franga ya kartasi ndani ya ma duka,kulipa kwa njia ya simu hapana furanga ya karatasi ndani ya ma duka,2,2,13,53,2,0,0
virusi inaambukia kupitia matoni yenye inatoka wakati ya kupumua na mu bitu,virusi inaambukia kupitia matoni yenye inatoka wakati ya kupumua na ku bitu,1,1,12,64,1,0,0
kuhakikisha kama kutumikisha programes na mitandao haitatia siri ya habari kuhusu wanafunzi katika hatari,kuhakikisha kama kutumikisha pensame na mitandao haitatia siri ni habari kuhusu wanafunzi katika hatari,2,7,14,92,2,0,0
usiuze mask kama hauzihitaji,usiuze maske kama hauzihitaji,1,1,4,25,1,0,0
iyi ni shida ya kweli kama unajaribu kutoka mu eneo iliyo guswa na maambukizi,hii ni shida ya kweli kama unajaribu kutoka mu eneo iliyo guswa na maambuki,2,4,14,64,2,0,0
kama haupati namna ya kurudia mu inchi yako wasiliana na ambassade ao consulat ya inchi yako yenye kuwa karibu juu upate musaada,kama haupati namna ya kurudi mu inchi yako wasiliana na ambasade ao consula ya inchi yako yenye kuwa karibu njuu upate musaada,4,4,22,107,4,0,0
mu maeneo mingi hizi hatua zinalazimishwa,mu maeneo mingi hizi hatua zinalazimishwa,0,0,6,36,0,0,0
inaweza hata kukujulisha kuhusu hali ya fasi kwenye uko na kukujulisha juu ya kanuni na hatua za kusafiri zilizo kamatwa siku zilizo pita,inaweza hata kukujulisha kuhusu hali ya fasi kwenye huko na kukujulisha juu ya kanuni na hatua za kusafiri zilizo kamatwa siku zilizo pita,1,1,23,115,1,0,0
unaweza pia kucheleweshwa kwa muda ya saa mingi kisha kufika kwa sababu ya kupimwa homa na hatua zinazo husiana nazo ao hata kutengwa mbali na wengine kwa muda wa juma mbili,unaweza pia kucheleweshwa kwa muda ya saa mingi kisha kufika kwa sababu ya kupimwa homa na hatua zinazo husiana nazo ao hata kutengwa mbali na wengine kwa muda wa juma mbili,0,0,31,143,0,0,0
kuhusu safari mu siku za mbele fikiria kufanya reservation yenye wanaweza kurudishia franga kama mabadiliko ya hali itakulazimisha ubadilishe mipango yako,kuhusu safari mu siku za mbele fikiria kufanya rézervetion yenye wanaweza kurudishia furanga kama mabadiliko ya hali itakulazimisha kubadilishe mipango yako,3,5,21,134,3,0,0
kisha kuuza essence nawa mikono yako na dawa ya maji ya kusafisha mikono desinfectant,kisha kuuza essece nawa mikono yako na dawa ya maji ya kusafisha mikono dsen fectenp,3,5,14,72,2,1,0
kulazimishwa kujiandikisha kupitia formulaire kwenye mtandao internet ao kupitia kartasi,kulazimisha kujiandikisha kupitia fromuleuire kwenye mtandao internet ao kupitia kartafi,3,6,10,79,3,0,0
maambukizi inasambarana kwa urahisi mu mashua na huduma za afya ziko kidogo,maambukizi inasambarana kwa urahisi mu mashua na huduma za afia ziko kidogo,1,1,12,64,1,0,0
inchi mingi zimesimamisha ao zilipunguza safari za ndege za mashua na kuvuka mipaka hasa zaidi tena kwenda na kutoka mu maeneo zilizo guswa na maambukizi,inchi mingi zimeshimamisha ao zilipunguza safari za ndege za mashua na kuvuka mipaka hasa zaidi tena kwenda na kutoka mu maeneo zilizo guswa na maambukizi,1,1,25,129,1,0,0
manaake maumivu mu kifua yako ilianza iyi asubui,mwana yake maumivu mu kifua yako ilianza hii asubui,3,4,8,41,2,1,0
uamuzi ya nba ilifuatana na kesi ya mchezaji wa utah jazz mwenye alikutwa na corona kisha kupimwa,uamuzi ya mba ilifatana na kesi ya mchezaji wa utajaz mwenye alikutwa na korona kisha kupimwa,5,5,17,81,4,0,1
zaidi ya hayo umoja ya ulaya ue ilifunga mipaka yake ya inje,zaidi ya hayo umoja ya ulaya ilifunga mipaka yake ya inje,1,2,12,49,0,0,1
tayarisha muda zaidi kwa watu wenye unawasiliana nabo hasa wakati ya mabadiliko kati ya safari ya ndege ya kimataifa na safari ya ndege ya kitaifa na hasa kama safari yako ni kwenda mu inchi iliyo guswa sana na maambukizi,tayarisha muda zaidi kwa watu wenye unawasiliana nabo hasa wakati ya mabadiliko kati ya safari ya ndege ya kimataifa na safari ya ndege ya kitaifa na hasa kama safari yako ni kwenda mu inchi iliyo guswa sana na maambukizi,0,0,39,183,0,0,0
hasa epuka kusafiri na mashua za starehe,hasa kipuka kusafiri na mashua za starehe,1,2,7,34,1,0,0
miji za kwanza zenye zilitumia hizi hatua zilipitisha wakati murefu mbele ya kufikisha uwingi wa vifo,fifi za kwanza zenye zinitumia hizi hatua zilipitisha wakati mrefu mbele ya kufikisha uwingi wa life,4,6,16,86,4,0,0
tangazo ilisema wazi kama muripuko ya magonjwa ya corona huko marekani ni zarura ya kitaifa na ikatangaza kama zarura ya kitaifa ilianza tangu tarehe moja ya mwezi ya tatu karibu juma mbili mbele ya iyi tangazo,tangazo ilisema wazi kama muripuko ya magonjwa ya corona huko marekani ni zarura ya kitaifa na ikatangaza kama zarura ya kitaifa ilianza tangu tarehe 1 ya mwezi ya tatu karibu juma mbili mbele ya hii tangazo,2,6,36,175,2,0,0
alama za kidogo zinaweza kupona kwa kutumia paracetamol,alama za kidogo zinaweza kupona kwa kutumia parasetamol,1,1,8,48,1,0,0
huduma zinazo kataliwa kwa raia wa inchi zingine ndani ya ma restaurants kampuni za usafirishaji na huduma zingine,huduma zinazo kataliwa kwa raia wa inchi zingine ndani ya a ma restaurants kampuni za usafirishaji na huduma zingine,1,1,18,97,0,1,0
kutokana na tangazo ya vyombo vya habari nba inashimamisha michezo kutokana na kalendari ya michezo ya siku ya tatu mpaka siku maamuzi mupya itatolewa,kutokana na tangazo ya vyombo vya habari nba inashimamisha michezo kutokana na kalendari ya michezo ya siku ya tatu mpaka siku maamuzi mupya itatolewa,0,0,24,127,0,0,0
safisha vitu na fasi zenye watu wengi wanagusa kama vile mikono poignees ya mulango telefone na telecommande ya television kwa kutumia kitu ya kupanguza ya kawaida,safisha vitu na fasi zenye watu wengine wanagusa kama vile mikono pwanyiya mulango telefondes na telecomandres ya television kwa kutumia kitu ya kupangusa ya kawaida,6,14,26,138,5,0,1
sasa kama inawezekana reserver wekeza safari ya ndege ya moja kwa moja na kama haiko vile fikiria kwa uangalifu mahali kwenye unasafiri,sasa kama inawezekana réserve safari ya ndege ya moja kwa moja na kama haiko vile fikiria kwa uangalifu mahali kwenye unasafiri,2,8,22,114,1,0,1
kama hauko kwako nyumbani na hasa kama uko inje ya inchi fikiria kurudia haraka iwezekanavyo juu inaweza kuwa nguvu zaidi wakati mashurti inaendelea kubadilika,kama hauko kwa ko nyumbani na hasa kama uko inje ya inchi fikiria kurudi haraka iwezekanavyo juu inaweza kuwa nguvu zaidi wakati mashurti inaendelea kubadilika,3,1,24,136,2,1,0
watoto kidogo waliripotiwa kugonjwa na wengi kati yabo wako na ma alama kidogo na za kawaida hata kama wengi kati yabo wanapatikana na ugonjwa ya mafafa,watoto kidogo waliripotiwa ugonjwa na wengi kati yabo woko na ma alama kidogo na za kawaida hata kama wengi kati yabo wanapatikana na ugonjwa ya mafafa,2,2,26,127,2,0,0
shida ya kupumua maumivu ndani ya shingo maumivu ya kichwa maumivu ya mwili ao kukohola bya makamasi nazo ni moja ya alama zenye haziko za kawaida,shida ya kupumua maumivu ndani ya shino maumivu ya kichwa maumivu ya mwili aukukola bya makamasi nanzo ni moja ya alama zenye haziko za kawaida,4,5,26,121,3,0,1
na iko karibuni na alama za kufanana,na ana maalama karibu sawa sawa,6,19,7,30,5,0,1
minasikia maumivu ndani ya kifua hapa mbele ya kifua,minasikia maumivu ndani ya kifua hapa mbele ya kifuma,1,1,9,44,1,0,0
kuko habari mingi za uwongo na vizingishio juu ya virusi zenye zinasemakana kwenye mitandao na hata na wafanyakazi wa serkali kwa hivyo kuwa mwangalifu na njia zenye unatumia kwa kupata habari,kuko habari mingi za uwongo na vizindishio juu ya virusi zenye zinasemekana kwenye mitandao na hata na wafanyakazi wa serkali kwa hiyo wa mwangalifu na njia zenye unatumia kwa kupata habari,4,5,31,162,4,0,0
kisha kunawa mikono na mbele ya kuikala tumikisha kitambala yenye iko amo dawa kwa kupanguza buchafu pembeni ya kiti yako,kisha kunawa mikono na mbele ya kuikala tumikisha kitambala yenye iko amo dawa kwa kupanguza uchafu pembeni ya kiti yako,1,1,20,102,1,0,0
mara mingi elimu ya ngazi ya tatu iko na elimu ya msingi hadi elimu ya chuo kikuu na mafundisho na mafunzo ya kiufundi,mara mingi elimu ya ngazi ya tato iko na elimu ya msingi hadi elimu ya chuo pu kikuu na mafundisho na mafunzo ya kiufundi,2,3,23,96,1,1,0
nba haikutambulisha jina ya ule mchezaji katika tangazo yake,imbie haikutambulisha jina ya ule mchenzaji katika tangazo yake,2,5,9,52,2,0,0
unajua kama uko na matatizo ya ugonjwa wa moyo,unajua kama uko na matatizo ya ugonjwa wa moyo,0,0,9,38,0,0,0
inawezekana uko na maumivu mu kifua,inawezekana uko na maumivu mu kifua,0,0,6,30,0,0,0
